Program ID,Program Name,Program Address,Program City,Postal Code,Phone Number,Type of Program,Day Care Y/N,Out of School Care Y/N,Preschool Y/N,Capacity,Inspection Date,Inspection Reason,Non Compliance,Enforcement Action,Remedy Date
51584123F451A4AA6AF14C1FABF31C4D,BLOOM CHILDCARE CENTRE,1225 4A RIVER HEIGHTS DRIVE,COCHRANE,T4C2T8,4033997750,FACILITY-BASED PROGRAM,Y,N,N,93,2024-09-06,INSPECTION,25(1)(a)(ii) - Core requirements - Each staff/volunteer provides a current criminal record check to licence holder every 3 years,ORDER TO REMEDY,2024-10-01
51584123F451A4AA6AF14C1FABF31C4D,BLOOM CHILDCARE CENTRE,1225 4A RIVER HEIGHTS DRIVE,COCHRANE,T4C2T8,4033997750,FACILITY-BASED PROGRAM,Y,N,N,93,2024-10-01,FOLLOW UP TO ENFORCEMENT ACTION,,,NULL
51584123F451A4AA6AF14C1FABF31C4D,BLOOM CHILDCARE CENTRE,1225 4A RIVER HEIGHTS DRIVE,COCHRANE,T4C2T8,4033997750,FACILITY-BASED PROGRAM,Y,N,N,93,2024-11-12,CONSULTATION,,,NULL
51584123F451A4AA6AF14C1FABF31C4D,BLOOM CHILDCARE CENTRE,1225 4A RIVER HEIGHTS DRIVE,COCHRANE,T4C2T8,4033997750,FACILITY-BASED PROGRAM,Y,N,N,93,2025-03-25,INSPECTION,,,NULL
51584123F451A4AA6AF14C1FABF31C4D,BLOOM CHILDCARE CENTRE,1225 4A RIVER HEIGHTS DRIVE,COCHRANE,T4C2T8,4033997750,FACILITY-BASED PROGRAM,Y,N,N,93,2025-06-04,CRITICAL INCIDENT REPORT,,,NULL
51584123F451A4AA6AF14C1FABF31C4D,BLOOM CHILDCARE CENTRE,1225 4A RIVER HEIGHTS DRIVE,COCHRANE,T4C2T8,4033997750,FACILITY-BASED PROGRAM,Y,N,N,93,2025-08-07,COMPLAINT INVESTIGATION,28(1)(d) - Minimum staffing and general supervision - Children at all times supervised,ORDER TO REMEDY,2025-08-11
51584123F451A4AA6AF14C1FABF31C4D,BLOOM CHILDCARE CENTRE,1225 4A RIVER HEIGHTS DRIVE,COCHRANE,T4C2T8,4033997750,FACILITY-BASED PROGRAM,Y,N,N,93,2025-08-07,COMPLAINT INVESTIGATION,DC - 27(1)(a) - Ratios and maximum group size - Minimum primary staff member to child ratio,ORDER TO REMEDY,2025-08-11
51584123F451A4AA6AF14C1FABF31C4D,BLOOM CHILDCARE CENTRE,1225 4A RIVER HEIGHTS DRIVE,COCHRANE,T4C2T8,4033997750,FACILITY-BASED PROGRAM,Y,N,N,93,2025-08-07,COMPLAINT INVESTIGATION,23(1)(b)(i) - Administration records - Daily attendance of primary staff member includes arrival and departure,ORDER TO REMEDY,2025-08-11
51584123F451A4AA6AF14C1FABF31C4D,BLOOM CHILDCARE CENTRE,1225 4A RIVER HEIGHTS DRIVE,COCHRANE,T4C2T8,4033997750,FACILITY-BASED PROGRAM,Y,N,N,93,2025-08-11,FOLLOW UP TO ENFORCEMENT ACTION,,,NULL
51584123F451A4AA6AF14C1FABF31C4D,BLOOM CHILDCARE CENTRE,1225 4A RIVER HEIGHTS DRIVE,COCHRANE,T4C2T8,4033997750,FACILITY-BASED PROGRAM,Y,N,N,93,2025-09-15,COMPLAINT INVESTIGATION,DC - 27(1)(a) - Ratios and maximum group size - Minimum primary staff member to child ratio,ORDER TO REMEDY,2025-09-22
51584123F451A4AA6AF14C1FABF31C4D,BLOOM CHILDCARE CENTRE,1225 4A RIVER HEIGHTS DRIVE,COCHRANE,T4C2T8,4033997750,FACILITY-BASED PROGRAM,Y,N,N,93,2025-09-22,FOLLOW UP TO ENFORCEMENT ACTION,,,NULL
51584123F451A4AA6AF14C1FABF31C4D,BLOOM CHILDCARE CENTRE,1225 4A RIVER HEIGHTS DRIVE,COCHRANE,T4C2T8,4033997750,FACILITY-BASED PROGRAM,Y,N,N,93,2025-10-10,CONSULTATION,,,NULL
51584123F451A4AA6AF14C1FABF31C4D,BLOOM CHILDCARE CENTRE,1225 4A RIVER HEIGHTS DRIVE,COCHRANE,T4C2T8,4033997750,FACILITY-BASED PROGRAM,Y,N,N,93,2025-10-17,INSPECTION,6(1)(a) - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,2025-10-30
51584123F451A4AA6AF14C1FABF31C4D,BLOOM CHILDCARE CENTRE,1225 4A RIVER HEIGHTS DRIVE,COCHRANE,T4C2T8,4033997750,FACILITY-BASED PROGRAM,Y,N,N,93,2025-10-17,INSPECTION,20(a)(iii) - Furnishings and equipment - Indoor and outdoor furnishings sufficient quantity and variety for children,ORDER TO REMEDY,2025-10-30
51584123F451A4AA6AF14C1FABF31C4D,BLOOM CHILDCARE CENTRE,1225 4A RIVER HEIGHTS DRIVE,COCHRANE,T4C2T8,4033997750,FACILITY-BASED PROGRAM,Y,N,N,93,2025-10-30,FOLLOW UP TO ENFORCEMENT ACTION,,,NULL
51584123F451A4AA6AF14C1FABF31C4D,BLOOM CHILDCARE CENTRE,1225 4A RIVER HEIGHTS DRIVE,COCHRANE,T4C2T8,4033997750,FACILITY-BASED PROGRAM,Y,N,N,93,2025-11-17,CONSULTATION,,,NULL
D5F4834EBF0D30515E003FF7207E214D,BLOOMING MINDS DAYCARE,UNIT 2105-30 SAVANNA CR NE,CALGARY,T3J2E9,5873292256,FACILITY-BASED PROGRAM,Y,N,N,39,2024-07-04,INSPECTION,24(a) - Portable record - For child as per s.22,ORDER TO REMEDY,2024-07-08
D5F4834EBF0D30515E003FF7207E214D,BLOOMING MINDS DAYCARE,UNIT 2105-30 SAVANNA CR NE,CALGARY,T3J2E9,5873292256,FACILITY-BASED PROGRAM,Y,N,N,39,2024-07-08,FOLLOW UP TO ENFORCEMENT ACTION,,,NULL
D5F4834EBF0D30515E003FF7207E214D,BLOOMING MINDS DAYCARE,UNIT 2105-30 SAVANNA CR NE,CALGARY,T3J2E9,5873292256,FACILITY-BASED PROGRAM,Y,N,N,39,2025-01-17,COMPLAINT INVESTIGATION,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,2025-02-03
D5F4834EBF0D30515E003FF7207E214D,BLOOMING MINDS DAYCARE,UNIT 2105-30 SAVANNA CR NE,CALGARY,T3J2E9,5873292256,FACILITY-BASED PROGRAM,Y,N,N,39,2025-01-17,COMPLAINT INVESTIGATION,"3(2)(c) - Child guidance - Use of physical restraint, confinement or isolation",ORDER TO REMEDY,2025-02-03
D5F4834EBF0D30515E003FF7207E214D,BLOOMING MINDS DAYCARE,UNIT 2105-30 SAVANNA CR NE,CALGARY,T3J2E9,5873292256,FACILITY-BASED PROGRAM,Y,N,N,39,2025-02-03,INSPECTION,,,NULL
D5F4834EBF0D30515E003FF7207E214D,BLOOMING MINDS DAYCARE,UNIT 2105-30 SAVANNA CR NE,CALGARY,T3J2E9,5873292256,FACILITY-BASED PROGRAM,Y,N,N,39,2025-02-03,FOLLOW UP TO ENFORCEMENT ACTION,,,NULL
D5F4834EBF0D30515E003FF7207E214D,BLOOMING MINDS DAYCARE,UNIT 2105-30 SAVANNA CR NE,CALGARY,T3J2E9,5873292256,FACILITY-BASED PROGRAM,Y,N,N,39,2025-08-22,INSPECTION,,,NULL
5B14A1AF692CDFB1EA8FB8D530A9C288,BLOSSOM HEIGHTS CHILD CARE CENTRE,6615 - 19 STREET SE,CALGARY,T2C0P1,4035239779,FACILITY-BASED PROGRAM,Y,Y,N,30,2024-07-23,INSPECTION,,,NULL
5B14A1AF692CDFB1EA8FB8D530A9C288,BLOSSOM HEIGHTS CHILD CARE CENTRE,6615 - 19 STREET SE,CALGARY,T2C0P1,4035239779,FACILITY-BASED PROGRAM,Y,Y,N,30,2024-12-09,INSPECTION,,,NULL
5B14A1AF692CDFB1EA8FB8D530A9C288,BLOSSOM HEIGHTS CHILD CARE CENTRE,6615 - 19 STREET SE,CALGARY,T2C0P1,4035239779,FACILITY-BASED PROGRAM,Y,Y,N,30,2025-02-11,VARIANCE REQUEST,,,NULL
5B14A1AF692CDFB1EA8FB8D530A9C288,BLOSSOM HEIGHTS CHILD CARE CENTRE,6615 - 19 STREET SE,CALGARY,T2C0P1,4035239779,FACILITY-BASED PROGRAM,Y,Y,N,30,2025-11-25,INSPECTION,20(a)(i) -  Furnishings and equipment - Indoor and outdoor furnishings safe and in good repair,ORDER TO REMEDY,2025-12-10
5B14A1AF692CDFB1EA8FB8D530A9C288,BLOSSOM HEIGHTS CHILD CARE CENTRE,6615 - 19 STREET SE,CALGARY,T2C0P1,4035239779,FACILITY-BASED PROGRAM,Y,Y,N,30,2025-11-25,INSPECTION,20(a)(ii) - Furnishings and equipment - Indoor and outdoor furnishings developmentally appropriate,ORDER TO REMEDY,2025-12-10
5B14A1AF692CDFB1EA8FB8D530A9C288,BLOSSOM HEIGHTS CHILD CARE CENTRE,6615 - 19 STREET SE,CALGARY,T2C0P1,4035239779,FACILITY-BASED PROGRAM,Y,Y,N,30,2025-11-25,INSPECTION,20(a)(iii) - Furnishings and equipment - Indoor and outdoor furnishings sufficient quantity and variety for children,ORDER TO REMEDY,2025-12-10
5B14A1AF692CDFB1EA8FB8D530A9C288,BLOSSOM HEIGHTS CHILD CARE CENTRE,6615 - 19 STREET SE,CALGARY,T2C0P1,4035239779,FACILITY-BASED PROGRAM,Y,Y,N,30,2025-12-09,INCIDENT REPORT,3(1)(b) - Child guidance - Reasonable in the circumstances,ORDER TO REMEDY,2025-12-18
5B14A1AF692CDFB1EA8FB8D530A9C288,BLOSSOM HEIGHTS CHILD CARE CENTRE,6615 - 19 STREET SE,CALGARY,T2C0P1,4035239779,FACILITY-BASED PROGRAM,Y,Y,N,30,2025-12-09,INCIDENT REPORT,6(1)(a) - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,2025-12-18
5B14A1AF692CDFB1EA8FB8D530A9C288,BLOSSOM HEIGHTS CHILD CARE CENTRE,6615 - 19 STREET SE,CALGARY,T2C0P1,4035239779,FACILITY-BASED PROGRAM,Y,Y,N,30,2025-12-18,FOLLOW UP TO ENFORCEMENT ACTION,,,NULL
2E0F6B0275134E3907517E5616EFCF90,BLOSSOM HEIGHTS CHILDCARE CENTRE,"5110, 4120 & 3130, 47 LEGACY VIEW SE",CALGARY,T2X4A7,4038738577,FACILITY-BASED PROGRAM,Y,Y,Y,170,2024-12-18,INSPECTION,,,NULL
2E0F6B0275134E3907517E5616EFCF90,BLOSSOM HEIGHTS CHILDCARE CENTRE,"5110, 4120 & 3130, 47 LEGACY VIEW SE",CALGARY,T2X4A7,4038738577,FACILITY-BASED PROGRAM,Y,Y,Y,170,2025-03-20,VARIANCE REQUEST,,,NULL
2E0F6B0275134E3907517E5616EFCF90,BLOSSOM HEIGHTS CHILDCARE CENTRE,"5110, 4120 & 3130, 47 LEGACY VIEW SE",CALGARY,T2X4A7,4038738577,FACILITY-BASED PROGRAM,Y,Y,Y,170,2025-12-03,INSPECTION,,,NULL
E7C3544FB2D7CB434161787E94580991,BLUE BIRD ACADEMY INC.,5031 49 AVENUE,MILLET,T0C1Z0,7809167289,FACILITY-BASED PROGRAM,Y,Y,N,80,2024-09-13,RENEWAL LICENCE INSPECTION,,,NULL
E7C3544FB2D7CB434161787E94580991,BLUE BIRD ACADEMY INC.,5031 49 AVENUE,MILLET,T0C1Z0,7809167289,FACILITY-BASED PROGRAM,Y,Y,N,80,2025-03-05,INSPECTION,,,NULL
E7C3544FB2D7CB434161787E94580991,BLUE BIRD ACADEMY INC.,5031 49 AVENUE,MILLET,T0C1Z0,7809167289,FACILITY-BASED PROGRAM,Y,Y,N,80,2025-09-22,INSPECTION,,,NULL
E7C3544FB2D7CB434161787E94580991,BLUE BIRD ACADEMY INC.,5031 49 AVENUE,MILLET,T0C1Z0,7809167289,FACILITY-BASED PROGRAM,Y,Y,N,80,2025-11-28,COMPLAINT INVESTIGATION,,,NULL
DEF387F12D3BCF9F13A1C12A64FAE91B,BLUE BIRD CHILD CARE CENTRE (WEST END),18204 84 AVENUE,EDMONTON,T5T2B4,7804811328,FACILITY-BASED PROGRAM,Y,N,N,48,2024-12-17,INSPECTION,10(2)(d) - Medication - The initials of the person administering recorded,ORDER TO REMEDY,2025-01-08
DEF387F12D3BCF9F13A1C12A64FAE91B,BLUE BIRD CHILD CARE CENTRE (WEST END),18204 84 AVENUE,EDMONTON,T5T2B4,7804811328,FACILITY-BASED PROGRAM,Y,N,N,48,2024-12-17,INSPECTION,10(2)(a) - Medication - Name of medication is recorded,ORDER TO REMEDY,2025-01-08
DEF387F12D3BCF9F13A1C12A64FAE91B,BLUE BIRD CHILD CARE CENTRE (WEST END),18204 84 AVENUE,EDMONTON,T5T2B4,7804811328,FACILITY-BASED PROGRAM,Y,N,N,48,2024-12-17,INSPECTION,10(2)(b) - Medication - Time medication administered recorded,ORDER TO REMEDY,2025-01-08
DEF387F12D3BCF9F13A1C12A64FAE91B,BLUE BIRD CHILD CARE CENTRE (WEST END),18204 84 AVENUE,EDMONTON,T5T2B4,7804811328,FACILITY-BASED PROGRAM,Y,N,N,48,2024-12-17,INSPECTION,23(1)(a) - Administration records - Particulars of daily attendance of each child including arrival and departure,ORDER TO REMEDY,2025-01-08
DEF387F12D3BCF9F13A1C12A64FAE91B,BLUE BIRD CHILD CARE CENTRE (WEST END),18204 84 AVENUE,EDMONTON,T5T2B4,7804811328,FACILITY-BASED PROGRAM,Y,N,N,48,2024-12-17,INSPECTION,10(2)(c) - Medication - The amount of medication administered recorded,ORDER TO REMEDY,2025-01-08
DEF387F12D3BCF9F13A1C12A64FAE91B,BLUE BIRD CHILD CARE CENTRE (WEST END),18204 84 AVENUE,EDMONTON,T5T2B4,7804811328,FACILITY-BASED PROGRAM,Y,N,N,48,2025-01-08,FOLLOW UP TO ENFORCEMENT ACTION,,,NULL
DEF387F12D3BCF9F13A1C12A64FAE91B,BLUE BIRD CHILD CARE CENTRE (WEST END),18204 84 AVENUE,EDMONTON,T5T2B4,7804811328,FACILITY-BASED PROGRAM,Y,N,N,48,2025-01-08,COMPLAINT INVESTIGATION,,,NULL
DEF387F12D3BCF9F13A1C12A64FAE91B,BLUE BIRD CHILD CARE CENTRE (WEST END),18204 84 AVENUE,EDMONTON,T5T2B4,7804811328,FACILITY-BASED PROGRAM,Y,N,N,48,2025-07-08,INSPECTION,,,NULL
DEF387F12D3BCF9F13A1C12A64FAE91B,BLUE BIRD CHILD CARE CENTRE (WEST END),18204 84 AVENUE,EDMONTON,T5T2B4,7804811328,FACILITY-BASED PROGRAM,Y,N,N,48,2025-12-16,INSPECTION,,,NULL
646F896378A8CF96D6883237D6D0F87D,BLUE PLANET CHILD CARE,112 - 1212 1 ST SE,CALGARY,T2G2H8,4036061244,FACILITY-BASED PROGRAM,Y,N,N,52,2025-08-07,INITIAL LICENCE INSPECTION,,,NULL
BA1194C11E90E75D3EDF8D04FF9EB9E6,BLUE QUILL MONTESSORI DAYCARE,2823/2809 116 STREET,EDMONTON,T6J4R6,7804370639,FACILITY-BASED PROGRAM,Y,Y,N,141,2024-10-01,INSPECTION,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,2024-10-16
BA1194C11E90E75D3EDF8D04FF9EB9E6,BLUE QUILL MONTESSORI DAYCARE,2823/2809 116 STREET,EDMONTON,T6J4R6,7804370639,FACILITY-BASED PROGRAM,Y,Y,N,141,2024-10-16,FOLLOW UP TO ENFORCEMENT ACTION,,,NULL
BA1194C11E90E75D3EDF8D04FF9EB9E6,BLUE QUILL MONTESSORI DAYCARE,2823/2809 116 STREET,EDMONTON,T6J4R6,7804370639,FACILITY-BASED PROGRAM,Y,Y,N,141,2025-03-11,VARIANCE REQUEST,,,NULL
BA1194C11E90E75D3EDF8D04FF9EB9E6,BLUE QUILL MONTESSORI DAYCARE,2823/2809 116 STREET,EDMONTON,T6J4R6,7804370639,FACILITY-BASED PROGRAM,Y,Y,N,141,2025-03-11,INSPECTION,,,NULL
BA1194C11E90E75D3EDF8D04FF9EB9E6,BLUE QUILL MONTESSORI DAYCARE,2823/2809 116 STREET,EDMONTON,T6J4R6,7804370639,FACILITY-BASED PROGRAM,Y,Y,N,141,2025-09-04,INSPECTION,,,NULL
BA1194C11E90E75D3EDF8D04FF9EB9E6,BLUE QUILL MONTESSORI DAYCARE,2823/2809 116 STREET,EDMONTON,T6J4R6,7804370639,FACILITY-BASED PROGRAM,Y,Y,N,141,2025-09-04,COMPLAINT INVESTIGATION,,,NULL
5683AA0C18DFE202C69A946835617EA3,BLUEBERRY BEFORE AND AFTER SCHOOL CARE,RR 20 & 1532 PARKLAND DRIVE,STONY PLAIN,T7Z1Y6,7809187825,FACILITY-BASED PROGRAM,N,Y,N,45,2024-09-24,INSPECTION,,,NULL
5683AA0C18DFE202C69A946835617EA3,BLUEBERRY BEFORE AND AFTER SCHOOL CARE,RR 20 & 1532 PARKLAND DRIVE,STONY PLAIN,T7Z1Y6,7809187825,FACILITY-BASED PROGRAM,N,Y,N,45,2025-04-22,INSPECTION,,,NULL
5683AA0C18DFE202C69A946835617EA3,BLUEBERRY BEFORE AND AFTER SCHOOL CARE,RR 20 & 1532 PARKLAND DRIVE,STONY PLAIN,T7Z1Y6,7809187825,FACILITY-BASED PROGRAM,N,Y,N,45,2025-11-12,INSPECTION,,,NULL
25575D230223C5ABD0595802A8D4BCE8,BLUEBERRY PLAYSCHOOL,53109 RANGE ROAD 15,PARKLAND COUNTY,T7Z2E4,7803402583,FACILITY-BASED PROGRAM,N,N,Y,20,2024-11-25,INSPECTION,,,NULL
25575D230223C5ABD0595802A8D4BCE8,BLUEBERRY PLAYSCHOOL,53109 RANGE ROAD 15,PARKLAND COUNTY,T7Z2E4,7803402583,FACILITY-BASED PROGRAM,N,N,Y,20,2025-04-08,INSPECTION,,,NULL
25575D230223C5ABD0595802A8D4BCE8,BLUEBERRY PLAYSCHOOL,53109 RANGE ROAD 15,PARKLAND COUNTY,T7Z2E4,7803402583,FACILITY-BASED PROGRAM,N,N,Y,20,2025-10-01,INSPECTION,,,NULL
D1933BE8F33ACDEDCC770AF78495CEBA,BLUESKY DAY CARE,11909/11913 134 AVENUE,EDMONTON,T5E1L4,7804548210,FACILITY-BASED PROGRAM,Y,Y,N,72,2024-08-27,COMPLAINT INVESTIGATION,,,NULL
D1933BE8F33ACDEDCC770AF78495CEBA,BLUESKY DAY CARE,11909/11913 134 AVENUE,EDMONTON,T5E1L4,7804548210,FACILITY-BASED PROGRAM,Y,Y,N,72,2024-11-08,INSPECTION,10(1)(a) - Medication - Written consent of child's parent,ORDER TO REMEDY,2024-11-15
D1933BE8F33ACDEDCC770AF78495CEBA,BLUESKY DAY CARE,11909/11913 134 AVENUE,EDMONTON,T5E1L4,7804548210,FACILITY-BASED PROGRAM,Y,Y,N,72,2024-11-15,FOLLOW UP TO ENFORCEMENT ACTION,,,NULL
D1933BE8F33ACDEDCC770AF78495CEBA,BLUESKY DAY CARE,11909/11913 134 AVENUE,EDMONTON,T5E1L4,7804548210,FACILITY-BASED PROGRAM,Y,Y,N,72,2025-05-08,INSPECTION,,,NULL
D1933BE8F33ACDEDCC770AF78495CEBA,BLUESKY DAY CARE,11909/11913 134 AVENUE,EDMONTON,T5E1L4,7804548210,FACILITY-BASED PROGRAM,Y,Y,N,72,2025-11-13,INSPECTION,,,NULL
9C89AB550441844EF8A3EE2F615C2989,BLUFFTON PLAYSCHOOL,"BOX 1, SITE 2, RR#1",BLUFFTON,T0C0M0,4038436528,FACILITY-BASED PROGRAM,N,N,Y,19,2024-11-21,INSPECTION,,,NULL
9C89AB550441844EF8A3EE2F615C2989,BLUFFTON PLAYSCHOOL,"BOX 1, SITE 2, RR#1",BLUFFTON,T0C0M0,4038436528,FACILITY-BASED PROGRAM,N,N,Y,19,2025-12-15,INSPECTION,,,NULL
133248E5E4921CD0D62A601FE5A93BB5,BLUM CHILDCARE ACADEMY TUXEDO PARK,2009 EDMONTON TRAIL NE,CALGARY,T2E3M3,4037757512,FACILITY-BASED PROGRAM,Y,N,N,65,2024-12-03,INITIAL LICENCE INSPECTION,,,NULL
133248E5E4921CD0D62A601FE5A93BB5,BLUM CHILDCARE ACADEMY TUXEDO PARK,2009 EDMONTON TRAIL NE,CALGARY,T2E3M3,4037757512,FACILITY-BASED PROGRAM,Y,N,N,65,2025-04-23,INSPECTION,,,NULL
133248E5E4921CD0D62A601FE5A93BB5,BLUM CHILDCARE ACADEMY TUXEDO PARK,2009 EDMONTON TRAIL NE,CALGARY,T2E3M3,4037757512,FACILITY-BASED PROGRAM,Y,N,N,65,2025-07-21,CRITICAL INCIDENT REPORT,"3(2)(a) - Child guidance - Inflict physical punishment, verbal or physical degradation or emotional deprivation",ORDER TO REMEDY,2025-07-28
133248E5E4921CD0D62A601FE5A93BB5,BLUM CHILDCARE ACADEMY TUXEDO PARK,2009 EDMONTON TRAIL NE,CALGARY,T2E3M3,4037757512,FACILITY-BASED PROGRAM,Y,N,N,65,2025-07-21,CRITICAL INCIDENT REPORT,3(1)(b) - Child guidance - Reasonable in the circumstances,ORDER TO REMEDY,2025-07-28
133248E5E4921CD0D62A601FE5A93BB5,BLUM CHILDCARE ACADEMY TUXEDO PARK,2009 EDMONTON TRAIL NE,CALGARY,T2E3M3,4037757512,FACILITY-BASED PROGRAM,Y,N,N,65,2025-07-28,FOLLOW UP TO ENFORCEMENT ACTION,,,NULL
133248E5E4921CD0D62A601FE5A93BB5,BLUM CHILDCARE ACADEMY TUXEDO PARK,2009 EDMONTON TRAIL NE,CALGARY,T2E3M3,4037757512,FACILITY-BASED PROGRAM,Y,N,N,65,2025-11-18,INSPECTION,,,NULL
A921B7076D752E77EC9C55CD7EB37D9F,BLUM CHILDCARE ACADEMY WEST HILLHURST,230 - 19 STREET NW,CALGARY,T2N2H7,4037757512,FACILITY-BASED PROGRAM,Y,N,N,90,2024-09-05,INSPECTION,,,NULL
A921B7076D752E77EC9C55CD7EB37D9F,BLUM CHILDCARE ACADEMY WEST HILLHURST,230 - 19 STREET NW,CALGARY,T2N2H7,4037757512,FACILITY-BASED PROGRAM,Y,N,N,90,2025-01-15,COMPLAINT INVESTIGATION,,,NULL
A921B7076D752E77EC9C55CD7EB37D9F,BLUM CHILDCARE ACADEMY WEST HILLHURST,230 - 19 STREET NW,CALGARY,T2N2H7,4037757512,FACILITY-BASED PROGRAM,Y,N,N,90,2025-01-23,COMPLAINT INVESTIGATION,,,NULL
A921B7076D752E77EC9C55CD7EB37D9F,BLUM CHILDCARE ACADEMY WEST HILLHURST,230 - 19 STREET NW,CALGARY,T2N2H7,4037757512,FACILITY-BASED PROGRAM,Y,N,N,90,2025-08-06,INSPECTION,,,NULL
C5E2E4B51052E196D49A724E0767EA55,BM ROYAL DAYCARE,1501 CENTRE B STREET NW,CALGARY,T2M2R5,4036802699,FACILITY-BASED PROGRAM,Y,N,N,88,2024-08-09,CONSULTATION,,,NULL
C5E2E4B51052E196D49A724E0767EA55,BM ROYAL DAYCARE,1501 CENTRE B STREET NW,CALGARY,T2M2R5,4036802699,FACILITY-BASED PROGRAM,Y,N,N,88,2024-09-13,INSPECTION,20(a)(i) -  Furnishings and equipment - Indoor and outdoor furnishings safe and in good repair,ORDER TO REMEDY,2024-09-30
C5E2E4B51052E196D49A724E0767EA55,BM ROYAL DAYCARE,1501 CENTRE B STREET NW,CALGARY,T2M2R5,4036802699,FACILITY-BASED PROGRAM,Y,N,N,88,2024-09-13,INSPECTION,24(a) - Portable record - For child as per s.22,ORDER TO REMEDY,2024-09-30
C5E2E4B51052E196D49A724E0767EA55,BM ROYAL DAYCARE,1501 CENTRE B STREET NW,CALGARY,T2M2R5,4036802699,FACILITY-BASED PROGRAM,Y,N,N,88,2024-09-13,INSPECTION,22(1)(d) - Children's records - Name and telephone number of emergency contact person,ORDER TO REMEDY,2024-09-30
C5E2E4B51052E196D49A724E0767EA55,BM ROYAL DAYCARE,1501 CENTRE B STREET NW,CALGARY,T2M2R5,4036802699,FACILITY-BASED PROGRAM,Y,N,N,88,2024-09-30,CONSULTATION,,,NULL
C5E2E4B51052E196D49A724E0767EA55,BM ROYAL DAYCARE,1501 CENTRE B STREET NW,CALGARY,T2M2R5,4036802699,FACILITY-BASED PROGRAM,Y,N,N,88,2024-09-30,FOLLOW UP TO ENFORCEMENT ACTION,,,NULL
C5E2E4B51052E196D49A724E0767EA55,BM ROYAL DAYCARE,1501 CENTRE B STREET NW,CALGARY,T2M2R5,4036802699,FACILITY-BASED PROGRAM,Y,N,N,88,2025-04-24,INSPECTION,"DC - 30(a)(i) - Staff qualifications - 8:30-4:30, one in every three of the primary staff certified at minimum as a Level 2 ECE",ORDER TO REMEDY,NULL
C5E2E4B51052E196D49A724E0767EA55,BM ROYAL DAYCARE,1501 CENTRE B STREET NW,CALGARY,T2M2R5,4036802699,FACILITY-BASED PROGRAM,Y,N,N,88,2025-05-07,FOLLOW UP TO ENFORCEMENT ACTION,,,NULL
C5E2E4B51052E196D49A724E0767EA55,BM ROYAL DAYCARE,1501 CENTRE B STREET NW,CALGARY,T2M2R5,4036802699,FACILITY-BASED PROGRAM,Y,N,N,88,2025-12-04,RENEWAL LICENCE INSPECTION,,,NULL
2F668CEA43F9FC9A65F32D88FA2FF3B4,BON ACCORD MONTESSORI CHILD DEVELOPMENT CENTRE,UNIT #1 5028 50 AVE,BON ACCORD,T0A0K0,7807107534,FACILITY-BASED PROGRAM,Y,N,N,33,2024-11-14,INSPECTION,,,NULL
2F668CEA43F9FC9A65F32D88FA2FF3B4,BON ACCORD MONTESSORI CHILD DEVELOPMENT CENTRE,UNIT #1 5028 50 AVE,BON ACCORD,T0A0K0,7807107534,FACILITY-BASED PROGRAM,Y,N,N,33,2025-06-09,INSPECTION,20(a)(i) -  Furnishings and equipment - Indoor and outdoor furnishings safe and in good repair,ORDER TO REMEDY,2025-06-11
2F668CEA43F9FC9A65F32D88FA2FF3B4,BON ACCORD MONTESSORI CHILD DEVELOPMENT CENTRE,UNIT #1 5028 50 AVE,BON ACCORD,T0A0K0,7807107534,FACILITY-BASED PROGRAM,Y,N,N,33,2025-08-15,COMPLAINT INVESTIGATION,6(1)(a) - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,2025-09-05
2F668CEA43F9FC9A65F32D88FA2FF3B4,BON ACCORD MONTESSORI CHILD DEVELOPMENT CENTRE,UNIT #1 5028 50 AVE,BON ACCORD,T0A0K0,7807107534,FACILITY-BASED PROGRAM,Y,N,N,33,2025-08-15,COMPLAINT INVESTIGATION,3(1)(b) - Child guidance - Reasonable in the circumstances,ORDER TO REMEDY,2025-09-05
2F668CEA43F9FC9A65F32D88FA2FF3B4,BON ACCORD MONTESSORI CHILD DEVELOPMENT CENTRE,UNIT #1 5028 50 AVE,BON ACCORD,T0A0K0,7807107534,FACILITY-BASED PROGRAM,Y,N,N,33,2025-08-15,COMPLAINT INVESTIGATION,28(1)(d) - Minimum staffing and general supervision - Children at all times supervised,ORDER TO REMEDY,2025-09-05
2F668CEA43F9FC9A65F32D88FA2FF3B4,BON ACCORD MONTESSORI CHILD DEVELOPMENT CENTRE,UNIT #1 5028 50 AVE,BON ACCORD,T0A0K0,7807107534,FACILITY-BASED PROGRAM,Y,N,N,33,2025-08-15,COMPLAINT INVESTIGATION,,,NULL
2F668CEA43F9FC9A65F32D88FA2FF3B4,BON ACCORD MONTESSORI CHILD DEVELOPMENT CENTRE,UNIT #1 5028 50 AVE,BON ACCORD,T0A0K0,7807107534,FACILITY-BASED PROGRAM,Y,N,N,33,2025-08-15,COMPLAINT INVESTIGATION,7(2) - Incident reporting - Report each incident to director in manner required by statutory director,ORDER TO REMEDY,2025-09-05
